Medication cateogory,Short name,Code type,Code,Description
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AAADAD,Salbutamol 100micrograms/dose breath actuated inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AAAFAF,Salbutamol 95micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AAAIAI,Salbutamol 200microgram inhalation pdr blist with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AAAJAJ,Salbutamol 400microgram inhalation pdr blist with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AAAKAK,Salbutamol 200microgram inhalation powder blisters
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AAALAL,Salbutamol 400microgram inhalation powder blisters
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AAAPAP,Salbutamol 100micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AAAQAQ,Salbutamol 200micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AAAUAU,Salbutamol 500micrograms/1ml solution for injection ampoules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AAAVAV,Salbutamol 200microgram inhalation powder capsules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AAAWAW,Salbutamol 400microgram inhalation powder capsules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AAAXAX,Salbutamol 2.5mg/2.5ml nebuliser liquid unit dose vials
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AAAZAZ,Salbutamol 2mg tablets
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AABABA,Salbutamol 4mg tablets
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AABBBB,Salbutamol 5mg/ml nebuliser liquid
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AABCBC,Salbutamol 5mg/5ml solution for infusion ampoules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AABDBD,Salbutamol 5mg/2.5ml nebuliser liquid unit dose vials
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AABEBE,Salbutamol 4mg modified-release tablets
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AABFBF,Salbutamol 8mg modified-release tablets
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AABGBG,Salbutamol 2mg/5ml oral solution sugar free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AABMBM,Salbutamol 4mg modified-release capsules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AABPBP,Salbutamol 8mg modified-release capsules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AABUBU,Salbutamol 100micrograms/dose breath actuated inh CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AABVBV,Salbutamol 5mg/50ml solution for infusion vials
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AABZBZ,Salbutamol 100micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AACBCB,Salbutamol 100microg/dose dry pdr inhalation cart with dev
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0AACCCC,Salbutamol 100micrograms/dose dry pdr inhalation cartridge
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BDAEAP,Salbulin 100micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BEAHAQ,Ventolin 200micrograms/dose Accuhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BEAIAP,Ventolin 100micrograms/dose Evohaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BEAMBG,Ventolin 2mg/5ml syrup
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BEANAX,Ventolin 2.5mg Nebules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BEAPAV,Ventolin 200microgram Rotacaps
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BEAQAW,Ventolin 400microgram Rotacaps
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BEARBB,Ventolin 5mg/ml respirator solution
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BEATAU,Ventolin 500micrograms/1ml solution for injection ampoules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BEAUBC,Ventolin 5mg/5ml solution for infusion ampoules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BEAXBD,Ventolin 5mg Nebules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BGABAX,Maxivent 2.5mg/2.5ml neb liq unit dose Steripoule vials
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BGACBD,Maxivent 5mg/2.5ml neb liq unit dose Steripoule vials
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BIADAX,Salamol 2.5mg/2.5ml neb liq Steri-Neb unit dose vials
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BIAEBD,Salamol 5mg/2.5ml nebuliser liquid Steri-Neb unit dose vials
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BIAFAP,Salamol 100micrograms/dose inhaler CFC free (Teva)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BIAGBU,Salamol 100micrograms/dose Easi-Breathe inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BIAHAP,Salamol 100micrograms/dose inhaler CFC free (Arrow)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BJABAF,Asmasal 95micrograms/dose Clickhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BKADAD,Aerolin 100micrograms/dose Autohaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BLAAAI,Ventodisks 200microgram with Diskhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BLABAK,Ventodisks 200microgram
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BLACAJ,Ventodisks 400microgram with Diskhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BLADAL,Ventodisks 400microgram
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BMAAAP,Airomir 100micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BMABBU,Airomir 100micrograms/dose Autohaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BNAABE,Volmax 4mg modified-release tablets
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BNABBF,Volmax 8mg modified-release tablets
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BPACAV,Salbutamol 200 Cyclocaps
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BPADAW,Salbutamol 400 Cyclocaps
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BSAABM,Ventmax SR 4mg capsules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BSABBP,Ventmax SR 8mg capsules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BTAAAQ,Pulvinal Salbutamol 200micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BUAABG,Salapin 2mg/5ml syrup
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BVAAAX,Salbutamol 2.5mg/2.5ml neb liq unit dose Steripoule vials
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BVABBD,Salbutamol 5mg/2.5ml neb liq unit dose Steripoule vials
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BWAABZ,Easyhaler Salbutamol sulfate 100micrograms/dose dry pdr inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BWABAQ,Easyhaler Salbutamol sulfate 200micrograms/dose dry pdr inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BXAACB,Salbulin Novolizer 100micrograms/dose inhalation powder
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BXABCC,Salbulin Novolizer 100micrograms/dose inhalation pdr refill
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BYAAAP,Asmavent 100micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011R0BZAAAP,AirSalb 100micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011U0AAAAAA,Salmeterol 50microgram inhalation pdr blist with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011U0AAABAB,Salmeterol 50microgram inhalation powder blisters
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011U0AAACAC,Salmeterol 25micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011U0AAAEAE,Salmeterol 50micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011U0AAAHAH,Salmeterol 25micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011U0BBAAAA,Serevent 50microgram disks with Diskhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011U0BBABAB,Serevent 50microgram disks
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011U0BBACAC,Serevent 25micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011U0BBAEAE,Serevent 50micrograms/dose Accuhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011U0BBAFAH,Serevent 25micrograms/dose Evohaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011U0BDAAAH,Neovent 25micrograms/dose inhaler CFC free (Teva)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011U0BEAAAH,Neovent 25micrograms/dose inhaler CFC free (Kent Pharm)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011U0BFAAAH,Vertine 25micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011U0BGAAAH,Soltel 25micrograms/dose inhaler CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0AAAAAA,Terbutaline 250micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0AAABAB,Terbutaline 500micrograms/1ml inj ampoules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0AAADAD,Terbutaline 5mg/2ml nebuliser liquid unit dose vials
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0AAAFAF,Terbutaline 250micrograms/dose inhaler with spacer
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0AAAGAG,Terbutaline 1.5mg/5ml oral solution sugar free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0AAAIAI,Terbutaline 7.5mg modified-release tablets
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0AAAKAK,Terbutaline 2.5mg/5ml solution for injection ampoules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0AAAXAX,Terbutaline 10mg/ml nebuliser liquid
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0AABABA,Terbutaline 7.5mg/15ml inf pre-filled syringes
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0AABBBB,Terbutaline 500micrograms/dose dry powder inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0BBAAAH,Bricanyl 5mg tablets
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0BBABAG,Bricanyl 1.5mg/5ml syrup
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0BBACAB,Bricanyl 500micrograms/1ml solution for injection ampoules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0BBADAA,Bricanyl 250micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0BBAFAF,Bricanyl 250micrograms/dose spacer inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0BBAJAK,Bricanyl 2.5mg/5ml solution for injection ampoules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0BBALAD,Bricanyl 5mg/2ml Respules
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0BBANAI,Bricanyl SA 7.5mg tablets
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0BBAQAX,Bricanyl 10mg/ml respirator solution
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0BBARBB,Bricanyl 500micrograms/dose Turbohaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011V0BDABAG,Monovent 1.5mg/5ml syrup
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011X0AAAAAA,Indacaterol 150microgram inhalation pdr caps with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011X0AAABAB,Indacaterol 300microgram inhalation pdr caps with device
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011X0BBAAAA,Onbrez Breezhaler 150microgram inhalation pdr caps with dev
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011X0BBABAB,Onbrez Breezhaler 300microgram inhalation pdr caps with dev
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011Z0AAAAAA,Olodaterol 2.5microg/dose soln for inhalation CFCfree
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011Z0AAABAB,Olodaterol 2.5micrograms/dose inhalation soln cart CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011Z0BBAAAA,Striverdi Respimat 2.5microg/dose inhalation soln
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301011Z0BBABAB,Striverdi Respimat 2.5microg/dose inhalation soln refill
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040AAAAAAAA,Glycopyrronium 7.2microg/Formoterol 5microg/dose inh CFCfree
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040AABBAAAA,Bevespi Aerosphere 7.2microg / 5microg/dose pressurised inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040M0AAAAAA,Fenoterol 100microg/dose / Ipratropium 40microg/dose inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040M0AAABAB,Fenoterol 1.25mg/Ipratropium 500microg/4ml neb liq ud vials
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040M0AAACAC,Fenoterol 100microg/Ipratropium bromide 40microg/dose BA inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040M0AAADAD,Fenoterol 50microg/Ipratropium brom 20microg/dose CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040M0BBAAAA,Duovent inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040M0BBABAB,Duovent UDVs nebuliser liquid 4ml
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040M0BBACAC,Duovent Autohaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040M0BCABAD,Berodual N inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040R0AAAAAA,Salbutamol 100microg/dose / Ipratropium 20microg/dose inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040R0AAABAB,Salbutamol 2.5mg/Ipratropium brom 500mcg/2.5ml neb liq vials
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040R0AAACAC,Salbutamol 2.5mg/Ipratropium brom 500mcg/2.5ml neb liq amp
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040R0BBAAAA,Combivent inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040R0BBABAB,Combivent nebuliser liquid 2.5ml UDVs
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040R0BCAAAB,Ipramol nebuliser solution 2.5ml Steri-Neb unit dose vials
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040R0BDAAAC,Salipraneb 0.5mg/2.5mg nebuliser soln 2.5ml ampoules (Arrow)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040R0BEAAAC,Salipraneb 0.5mg/2.5mg nebuliser soln 2.5ml amp (Actavis)
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040R0BFAAAB,Combiprasal 0.5mg/2.5mg neb soln 2.5ml unit dose vials
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040V0AAAAAA,Aclidinium brom 396mcg/dose / Formoterol 11.8mcg/dose DP inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040V0BBAAAA,Duaklir 340micrograms/dose / 12micrograms/dose Genuair
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040W0AAAAAA,Umeclidinium brom 65microg/Vilanterol 22microg/dose dry pdr
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040W0BBAAAA,Anoro Ellipta 55microg/dose / 22microg/dose dry pdr inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040X0AAAAAA,Tiotropium brom 2.5microg/Olodaterol 2.5microg/dose soln&dev
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040X0AAABAB,Tiotropium brom 2.5microg/Olodaterol 2.5microg/dose soln
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040X0BBAAAA,Spiolto Respimat 2.5microg/dose/2.5microg/dose soln
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040X0BBABAB,Spiolto Respimat 2.5microg/dose / 2.5microg/dose soln refill
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040X0BCAAAA,Yanimo Respimat 2.5microg/dose / 2.5microg/dose soln
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040Y0AAAAAA,Indacaterol 85microg/Glycopyrronium brom 54microg/dose
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0301040Y0BBAAAA,Ultibro Breezhaler 85microg/43microg pdr caps with dev
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000C0AAANAN,Salbutamol 100microg/dose / Beclometasone 50microg/dose inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000C0AAAPAP,Salbutamol 400microg/Beclometasone 200microg pdr caps
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000C0AABLBL,Salbutamol 200microg/Beclometasone 100microg pdr caps
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000C0AABXBX,Beclometasone 100microg/Formoterol 6microg/dose inh CFCfree
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000C0AABYBY,Beclometasone 100microg/Formoterol 6microg/dose dry pdr inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000C0AABZBZ,Beclometasone 200microg/Formoterol 6microg/dose inh CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000C0AACACA,Beclometasone 200microg/Formoterol 6microg/dose dry pdr inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000C0BDAAAN,Ventide inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000C0BDABAP,Ventide Rotacaps
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000C0BDACBL,Ventide Paediatric Rotacaps
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000C0BQAABX,Fostair 100micrograms/dose / 6micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000C0BQABBZ,Fostair 200micrograms/dose / 6micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000C0BRAABY,Fostair NEXThaler 100microg/dose / 6microg/dose dry pdr inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000C0BRABCA,Fostair NEXThaler 200microg/dose / 6microg/dose dry pdr inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000C0BUAABX,Luforbec 100micrograms/dose / 6micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000C0BUABBZ,Luforbec 200micrograms/dose / 6micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000K0AAALAL,Budesonide 100microg / Formoterol 6microg/dose dry pdr inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000K0AAAMAM,Budesonide 200mcg/dose / Formoterol 6mcg/dose dry powder inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000K0AAAUAU,Budesonide 400mcg/dose /Formoterol 12mcg/dose dry powder inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000K0AABBBB,Budesonide 200microg / Formoterol 6microg/dose inh CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000K0AABCBC,Budesonide 100microg / Formoterol 3microg/dose inh CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000K0BDAAAL,Symbicort 100/6 Turbohaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000K0BDABAM,Symbicort 200/6 Turbohaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000K0BDACAU,Symbicort 400/12 Turbohaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000K0BDADBB,Symbicort 200microg/dose / 6microg/dose pressurised inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000K0BDAEBC,Symbicort 100microg/dose / 3microg/dose pressurised inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000K0BHAAAM,DuoResp Spiromax 160microg/dose / 4.5microg/dose dry pdr inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000K0BHABAU,DuoResp Spiromax 320microg/dose / 9microg/dose dry pdr inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000K0BIAAAU,Fobumix Easyhaler 320microg/dose / 9microg/dose dry pdr inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000K0BIABAM,Fobumix Easyhaler 160microg / 4.5microg/dose dry pdr inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000K0BIADAL,Fobumix Easyhaler 80microg/dose / 4.5microg/dose dry pdr inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000K0BJAAAM,WockAIR 160micrograms/dose / 4.5micrograms/dose dry pdr inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000K0BJABAU,WockAIR 320micrograms/dose / 9micrograms/dose dry pdr inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0AAAXAX,Fluticasone propionate 100microg/Salmeterol 50microg/dose
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0AAAYAY,Fluticasone propionate 250microg/Salmeterol 50microg/dose
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0AAAZAZ,Fluticasone propionate 500microg/Salmeterol 50microg/dose
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0AABEBE,Fluticasone 50microg / Salmeterol 25microg/dose inh CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0AABFBF,Fluticasone 125mcg/dose / Salmeterol 25mcg/dose inh CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0AABGBG,Fluticasone 250mcg/dose / Salmeterol 25mcg/dose inh CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0AABJBJ,Fluticasone 125microg / Formoterol 5microg/dose inh CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0AABKBK,Fluticasone 250microg / Formoterol 10microg/dose inh CFCfree
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0AABLBL,Fluticasone 50microg / Formoterol 5microg/dose inh CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0AABPBP,Fluticasone 125microg/Formoterol 5microg/dose BA inh CFCfree
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0AABQBQ,Fluticasone 50microg/Formoterol 5microg/dose BA inh CFC free
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0AABRBR,Fluticasone propionate 100microg/Salmeterol 12.75microg/dose
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0AABSBS,Fluticasone propionate 202microg/Salmeterol 12.75microg/dose
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0BCAAAX,Seretide 100 Accuhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0BCABAY,Seretide 250 Accuhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0BCACAZ,Seretide 500 Accuhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0BCADBE,Seretide 50 Evohaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0BCAEBF,Seretide 125 Evohaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0BCAFBG,Seretide 250 Evohaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0BDAABJ,Flutiform 125micrograms/dose / 5micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0BDABBK,Flutiform 250micrograms/dose / 10micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0BDACBL,Flutiform 50micrograms/dose / 5micrograms/dose inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0BDADBP,Flutiform K-haler 125microg/dose / 5microg/dose BA inhaler
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0BDAEBQ,Flutiform K-haler 50microg/dose / 5microg/dose BA inh
Beta2AdrenoceptorAgonistsSelective,SABA_LABA,BNF,0302000N0BFAABF,Sirdupla 25micrograms/dose / 125micrograms/dose inhaler
